Aircraft,Flight_Type,Origin    ,Destination,Departure_Date,Departure_Time,Arrival_Date,Arrival_Time,Estimated ArrivalTime,RealArrivalTime,EA_Time_Minutes,RA_Time_Minutes,Delay_Time
AAY2839,A320,Norfolk Intl (KORF),Orlando Sanford Intl (KSFB),04-03-2024,03:21PM,04.03.2024,05:01PM,0 days 01:32:00,2h 02m,92,122,30
AAY411,A320,Fort Lauderdale Intl (KFLL),Cincinnati/Northern Kentucky International Airport (KCVG),04.03.2024,03:21PM,04.03.2024,05:48PM,0 days 02:23:00,2h 52m,143,172,29
ABY552,A320,Sharjah Int'l (SHJ / OMSJ),Sialkot Int'l (SKT / OPST),05.03.2024,12:22AM,05.03.2024,03:57AM,0 days 02:35:00,2h 45m,155,165,10
AFR1384,A320,Charles de Gaulle/Roissy (CDG / LFPG),Tunis-Carthage Int'l (TUN / DTTA),04.03.2024,09:21PM,04.03.2024,11:29PM,0 days 02:07:00,2h 23m,127,143,16
AFR1748,A320,Charles de Gaulle/Roissy (CDG / LFPG),Malaga (AGP / LEMG),04.03.2024,09:20PM,04.03.2024,11:51PM,0 days 02:29:00,2h 49m,149,169,20
AFR6144,A320,Paris Orly (ORY / LFPO),Toulouse-Blagnac (TLS / LFBO),04.03.2024,09:21PM,04.03.2024,10:20PM,0 days 01:00:00,1h 10m,60,70,10
AMC615,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Malta Int'l (Luqa) (MLA / LMML),04.03.2024,09:21PM,04.03.2024,10:31PM,0 days 01:10:00,1h 09m,70,69,-1
ARE4012,A320,El Dorado Int'l (BOG / SKBO),Jose Maria Cordova Int'l (MDE / SKRG),04.03.2024,03:21PM,04.03.2024,03:59PM,0 days 00:38:00,1h 37m,38,97,59
AVA221,A320,Punta Cana Int'l (PUJ / MDPC),Jose Maria Cordova Int'l (MDE / SKRG),04.03.2024,04:22PM,04.03.2024,05:41PM,0 days 02:19:00,2h 39m,139,159,20
AZU4239,A320,Viracopos Int'l (VCP / SBKP),Marechal Rondon (CGB / SBCY),04.03.2024,05:21PM,04.03.2024,06:06PM,0 days 01:46:00,2h 06m,106,126,20
BEL2629,A320,Brussels (BRU / EBBR),Hamburg (HAM / EDDH),04.03.2024,09:19PM,04.03.2024,10:00PM,0 days 00:50:00,1h 30m,50,90,40
BEL3731,A320,Brussels (BRU / EBBR),Adolfo Suárez Madrid-Barajas (MAD / LEMD),04.03.2024,09:21PM,04.03.2024,11:46PM,0 days 02:25:00,2h 09m,145,129,-16
CEB563,A320,Manila Int'l (MNL / RPLL),Mactan-Cebu Int'l (CEB / RPVM),05.03.2024,04:22AM,05.03.2024,05:37AM,0 days 01:15:00,1h 08m,75,68,-7
CEB954,A320,Francisco Bangoy Int'l (DVO / RPMD),Manila Int'l (MNL / RPLL),05.03.2024,04:22AM,05.03.2024,06:02AM,0 days 01:40:00,1h 40m,100,100,0
DAL2674,A320,Reagan National (KDCA),Hartsfield-Jackson Intl (KATL),04.03.2024,03:20PM,04.03.2024,04:36PM,0 days 01:16:00,1h 42m,76,102,26
DLH1100,A320,Frankfurt Int'l (FRA / EDDF),Toulouse-Blagnac (TLS / LFBO),04.03.2024,09:20PM,04.03.2024,10:35PM,0 days 01:25:00,1h 25m,85,85,0
DLH1402,A320,Frankfurt Int'l (FRA / EDDF),Václav Havel Airport (PRG / LKPR),04.03.2024,09:21PM,04.03.2024,10:06PM,0 days 00:45:00,0h 44m,45,44,-1
EZY1304,A320,Nantes Atlantique (NTE / LFRS),Geneva Cointrin Int'l (GVA / LSGG),04.03.2024,09:21PM,04.03.2024,10:29PM,0 days 01:08:00,1h 28m,68,88,20
EZY2004,A320,Malaga (AGP / LEMG),Manchester (MAN / EGCC),04.03.2024,09:22PM,04.03.2024,10:52PM,0 days 02:30:00,2h 49m,150,169,19
EZY2286,A320,Al Massira (AGA / GMAD),Manchester (MAN / EGCC),04.03.2024,09:22PM,04.03.2024,11:50PM,0 days 03:17:00,3h 59m,197,239,42
EZY2426,A320,Nice Cote d'Azur (NCE / LFMN),London Luton (LTN / EGGW),04.03.2024,09:21PM,04.03.2024,10:11PM,0 days 01:50:00,2h 10m,110,130,20
LAN771,A320,Rio de Janeiro/Galeao Intl (GIG / SBGL),Comodoro Arturo Merino Benitez Int'l (SCL / SCEL),04.03.2024,05:22PM,04.03.2024,09:48PM,0 days 04:26:00,4h 49m,266,289,22.9999999999999
LPE2088,A320,Comandante FAP Guillermo del Castillo Paredes (TPP / SPST),Jorge Chávez Int'l (LIM / SPJC),04.03.2024,03:21PM,04.03.2024,04:19PM,0 days 00:58:00,1h 08m,58,68,10
NKS1592,A320,Newark Liberty Intl (KEWR),Nashville Intl (KBNA),04.03.2024,03:22PM,04.03.2024,04:14PM,0 days 01:52:00,2h 16m,112,136,24
QTR671,A320,Male Int'l (MLE / VRMM),Hamad Int'l (DOH / OTHH),05.03.2024,01:21AM,05.03.2024,04:15AM,0 days 04:35:00,4h 57m,275,297,22
SBI5566,A320,Tashkent (TAS / UTTT),Novosibirsk Tolmachevo (OVB / UNNT),05.03.2024,01:21AM,05.03.2024,05:51AM,0 days 02:30:00,2h 30m,150,150,0
SWR1950,A320,Zurich (Kloten) (ZRH / LSZH),Barcelona Int'l (BCN / LEBL),04.03.2024,09:20PM,04.03.2024,10:40PM,0 days 01:20:00,1h 30m,80,90,10
TAM3759,A320,Governador Jorge Teixeira de Oliveira Int'l (PVH / SBPV),São Paulo-Guarulhos Int'l (GRU / SBGR),04.03.2024,04:20PM,04.03.2024,08:45PM,0 days 03:25:00,3h 35m,205,215,10
UAL378,A320,Chicago O'Hare Intl (KORD),Boston Logan Intl (KBOS),04.03.2024,02:23PM,04.03.2024,05:31PM,0 days 02:08:00,2h 38m,128,158,30
VIV3243,A320,Hermanos Serdan Int'l (PBC / MMPB),Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),04.03.2024,02:22PM,04.03.2024,03:32PM,0 days 01:10:00,1h 28m,70,88,18
VLG8936,A320,Menorca (MAH / LEMH),Guararapes Int'l (Gilberto Freyre Int'l) (REC / SBRF),04.03.2024,09:21PM,04.03.2024,07:33PM,0 days 02:13:00,2h 25m,133,145,12
AAY935,A320,Punta Gorda (KPGD),Springfield (KSGF),04.03.2024,03:44PM,04.03.2024,05:19PM,0 days 02:18:00,2h 58m,138,178,40
AFR7466,A320,Charles de Gaulle/Roissy (CDG / LFPG),Montpellier (MPL / LFMT),04.03.2024,09:44PM,04.03.2024,10:55PM,0 days 01:18:00,1h 28m,78,88,10
ANZ676,A320,Dunedin Int'l (DUD / NZDN),Auckland (AKL / NZAA),05.03.2024,09:42AM,05.03.2024,11:23AM,0 days 01:26:00,1h 55m,86,115,29
ARE4065,A320,El Dorado Int'l (BOG / SKBO),Alfonso Bonilla Aragon Int'l (CLO / SKCL),04.03.2024,03:42PM,04.03.2024,04:27PM,0 days 00:45:00,1h 49m,45,109,64
ARE4377,A320,Matecana Int'l (PEI / SKPE),Jose Maria Cordova Int'l (MDE / SKRG),04.03.2024,03:44PM,04.03.2024,04:05PM,0 days 00:21:00,0h 30m,21,30,9
AVA4874,A320,El Dorado Int'l (BOG / SKBO),El Alcaravan (EYP / SKYP),04.03.2024,03:45PM,04.03.2024,03:52PM,0 days 00:06:00,0h 36m,6,36,30
AVA9274,A320,Alfonso Bonilla Aragon Int'l (CLO / SKCL),Jose Maria Cordova Int'l (MDE / SKRG),04.03.2024,03:45PM,04.03.2024,04:18PM,0 days 00:33:00,0h 53m,33,53,20
AZU4419,A320,Marechal Rondon (CGB / SBCY),Tancredo Neves Int'l (CNF / SBCF),04.03.2024,04:44PM,04.03.2024,07:38PM,0 days 01:54:00,2h 13m,114,133,19
BAW465,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),London Heathrow (LHR / EGLL),04.03.2024,09:46PM,04.03.2024,10:18PM,0 days 01:32:00,2h 03m,92,123,31
CSZ9006,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Shenzhen Bao'an Int'l (SZX / ZGSZ),05.03.2024,03:46AM,05.03.2024,07:02AM,0 days 02:16:00,2h 29m,136,149,13
DAL1369,A320,Gerald R Ford Intl (KGRR),Hartsfield-Jackson Intl (KATL),04.03.2024,03:42PM,04.03.2024,05:17PM,0 days 01:35:00,2h 04m,95,124,29
DAL2432,A320,Orlando Intl (KMCO),Raleigh-Durham Intl (KRDU),04.03.2024,03:44PM,04.03.2024,04:55PM,0 days 01:16:00,1h 33m,76,93,17
DLH2238,A320,Munich Int'l (MUC / EDDM),Charles de Gaulle/Roissy (CDG / LFPG),04.03.2024,09:44PM,04.03.2024,11:04PM,0 days 01:20:00,1h 16m,80,76,-4
EZY1328,A320,Nice Cote d'Azur (NCE / LFMN),Geneva Cointrin Int'l (GVA / LSGG),04.03.2024,09:43PM,04.03.2024,10:18PM,0 days 00:35:00,0h 54m,35,54,19
EZY2462,A320,General Humberto Delgado Airport (LIS / LPPT),London Luton (LTN / EGGW),04.03.2024,08:45PM,04.03.2024,11:08PM,0 days 02:23:00,2h 43m,143,163,20
EZY2716,A320,Malaga (AGP / LEMG),Bristol Int'l (BRS / EGGD),04.03.2024,09:43PM,04.03.2024,11:50PM,0 days 03:07:00,3h 31m,187,211,24
EZY3200,A320,Tenerife South (Reina Sofia) (TFS / GCTS),Edinburgh (EDI / EGPH),04.03.2024,08:46PM,05.03.2024,12:58AM,0 days 04:12:00,4h 13m,252,253,0.999999999999972
EZY7707,A320,Charles de Gaulle/Roissy (CDG / LFPG),Porto / Oporto (OPO / LPPR),04.03.2024,09:43PM,04.03.2024,10:34PM,0 days 01:51:00,2h 10m,111,130,19
EZY8686,A320,Amsterdam Schiphol (AMS / EHAM),London Gatwick (LGW / EGKK),04.03.2024,09:43PM,04.03.2024,09:28PM,0 days 00:45:00,1h 08m,45,68,23
FAD323,A320,King Abdulaziz Int'l (JED / OEJN),King Fahd Int'l (DMM / OEDF),04.03.2024,11:44PM,05.03.2024,01:19AM,0 days 01:35:00,1h 35m,95,95,0
HIM873,A320,Kuala Lumpur Int'l (KUL / WMKK),Tribhuvan Int'l (KTM / VNKT),05.03.2024,04:46AM,05.03.2024,06:51AM,0 days 04:20:00,4h 20m,260,260,-5.6843418860808E-14
IBE3034,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Barcelona Int'l (BCN / LEBL),04.03.2024,09:45PM,04.03.2024,10:45PM,0 days 01:00:00,1h 18m,60,78,18
ITY78,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Barcelona Int'l (BCN / LEBL),04.03.2024,09:46PM,04.03.2024,11:16PM,0 days 01:30:00,1h 53m,90,113,23
JBU1252,A320,Southwest Florida Intl (KRSW),Westchester County (KHPN),04.03.2024,03:44PM,04.03.2024,06:27PM,0 days 02:37:00,3h 09m,157,189,32
JBU1366,A320,Cancun Int'l (CUN / MMUN),Tampa Intl (KTPA),04.03.2024,03:46PM,04.03.2024,05:15PM,0 days 01:29:00,1h 57m,89,117,28
JBU1680,A320,Fort Lauderdale Intl (KFLL),Reagan National (KDCA),04.03.2024,03:43PM,04.03.2024,05:37PM,0 days 02:19:00,2h 18m,139,138,-1
LDA7212,A320,Cologne Bonn (CGN / EDDK),Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),04.03.2024,09:45PM,04.03.2024,11:47PM,0 days 03:26:00,3h 47m,206,227,21
NKS1085,A320,Miami Intl (KMIA),Minneapolis/St Paul Intl (KMSP),04.03.2024,03:42PM,04.03.2024,06:09PM,0 days 02:55:00,3h 50m,175,230,55
NKS886,A320,Queen Beatrix Int'l (AUA / TNCA),Fort Lauderdale Intl (KFLL),04.03.2024,04:44PM,04.03.2024,06:39PM,0 days 01:20:00,3h 09m,80,189,109
SKX5138,A320,Rodriguez Ballon Int'l (AQP / SPQU),Jorge Chávez Int'l (LIM / SPJC),04.03.2024,03:46PM,04.03.2024,05:06PM,0 days 02:05:00,1h 40m,125,100,-25
SWR1254,A320,Zurich (Kloten) (ZRH / LSZH),Stockholm-Arlanda (ARN / ESSA),04.03.2024,09:42PM,04.03.2024,11:47PM,0 days 01:05:00,2h 24m,65,144,79
SWR962,A320,Zurich (Kloten) (ZRH / LSZH),Berlin-Brandenburg (BER / EDDB),04.03.2024,09:44PM,04.03.2024,10:49PM,0 days 00:40:00,1h 26m,40,86,46
TAM3070,A320,São Paulo-Congonhas (CGH / SBSP),Afonso Pena Int'l (CWB / SBCT),04.03.2024,05:45PM,04.03.2024,06:25PM,0 days 00:55:00,0h 35m,55,35,-20
TAM3481,A320,Afonso Pena Int'l (CWB / SBCT),Foz do Iguacu Int'l (Cataratas Int'l) (IGU / SBFI),04.03.2024,05:44PM,04.03.2024,06:35PM,0 days 02:20:00,2h 35m,140,155,15
TAM3743,A320,Pinto Martins Int'l (FOR / SBFZ),Presidente Juscelino Kubitschek Int'l (BSB / SBBR),04.03.2024,05:42PM,04.03.2024,08:02PM,0 days 02:53:00,2h 30m,173,150,-23
UAL1245,A320,Salt Lake City Intl (KSLC),Houston Bush Int'ctl (KIAH),04.03.2024,01:44PM,04.03.2024,05:37PM,0 days 01:05:00,3h 18m,65,198,133
UAL250,A320,Albuquerque Intl Sunport (KABQ),Denver Intl (KDEN),04.03.2024,01:44PM,04.03.2024,02:49PM,0 days 02:30:00,2h 34m,150,154,4
UAL535,A320,Denver Intl (KDEN),San Jose Int'l (KSJC),04.03.2024,01:46PM,04.03.2024,03:16PM,0 days 01:24:00,2h 51m,84,171,87
VIV570,A320,Queretaro Intercontinental Airport (QRO / MMQT),San Antonio Intl (KSAT),04.03.2024,02:44PM,04.03.2024,04:40PM,0 days 01:56:00,2h 06m,116,126,10
AVA5217,A320,Simon Bolivar (SMR / SKSM),El Dorado Int'l (BOG / SKBO),04.03.2024,04:25PM,04.03.2024,05:24PM,0 days 00:37:00,0h 45m,37,45,8
DLH1410,A320,Frankfurt Int'l (FRA / EDDF),Belgrade Nikola Tesla Int'l (BEG / LYBE),04.03.2024,10:24PM,04.03.2024,11:55PM,0 days 01:35:00,1h 50m,95,110,15
ITY1783,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Palermo Int'l (Punta Raisi Falcone-Borsellino) (PMO / LICJ),04.03.2024,10:24PM,04.03.2024,11:09PM,0 days 00:32:00,0h 40m,32,40,7.99999999999999
NKS2047,A320,Orlando Intl (KMCO),Manchester Boston Rgnl (KMHT),04.03.2024,04:24PM,04.03.2024,06:58PM,0 days 02:35:00,2h 53m,155,173,18
TAP1936,A320,General Humberto Delgado Airport (LIS / LPPT),Porto / Oporto (OPO / LPPR),04.03.2024,09:24PM,04.03.2024,10:06PM,0 days 00:42:00,0h 55m,42,55,13
AAY2665,A320,Pittsburgh Intl (KPIT),Clearwater Intl (KPIE),04.03.2024,04:24PM,04.03.2024,06:35PM,0 days 02:02:00,2h 15m,122,135,13
LDA2367,A320,Košice Int'l (KSC / LZKZ),London Stansted (STN / EGSS),04.03.2024,10:24PM,04.03.2024,11:22PM,0 days 01:41:00,1h 48m,101,108,7
ANZ418,A320,Wellington Int'l (WLG / NZWN),Auckland (AKL / NZAA),05.03.2024,10:24AM,05.03.2024,11:16AM,0 days 00:42:00,0h 58m,42,58,16
GAP2836,A320,Mactan-Cebu Int'l (CEB / RPVM),Manila Int'l (MNL / RPLL),05.03.2024,05:24AM,05.03.2024,06:29AM,0 days 01:05:00,1h 20m,65,80,15
PGT2206,A320,Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),İzmir Adnan Menderes Int'l (ADB / LTBJ),05.03.2024,12:24AM,05.03.2024,01:00AM,0 days 00:55:00,1h 10m,55,70,15
TAM4511,A320,Campo Grande Int'l (CGR / SBCG),Presidente Juscelino Kubitschek Int'l (BSB / SBBR),04.03.2024,05:24PM,04.03.2024,07:25PM,0 days 01:10:00,1h 35m,70,95,25
GAP2557,A320,Manila Int'l (MNL / RPLL),Dipolog (DPL / RPMG),05.03.2024,05:23AM,05.03.2024,06:09AM,0 days 01:10:00,1h 30m,70,90,20
AAY3187,A320,Punta Gorda (KPGD),Appleton Intl (KATW),05.03.2024,04:10PM,05.03.2024,06:09PM,0 days 02:32:00,2h 42m,152,162,10
ABY945,A320,Kazan (KZN / UWKD),Sharjah Int'l (SHJ / OMSJ),06.03.2024,12:11AM,06.03.2024,05:51AM,0 days 04:40:00,4h 40m,280,280,0
AEE218,A320,Athens Int'l  Eleftherios Venizelos (ATH / LGAV),Rhodes Int'l  Diagoras (RHO / LGRP),05.03.2024,11:10PM,05.03.2024,11:59PM,0 days 00:25:00,0h 59m,25,59,34
AVA4813,A320,El Dorado Int'l (BOG / SKBO),El Alcaravan (EYP / SKYP),05.03.2024,04:09PM,05.03.2024,04:36PM,0 days 00:41:00,1h 01m,41,61,20
AVA8518,A320,Matecana Int'l (PEI / SKPE),El Dorado Int'l (BOG / SKBO),05.03.2024,04:13PM,05.03.2024,04:51PM,0 days 00:38:00,1h 02m,38,62,24
AVA8598,A320,Antonio Narino (PSO / SKPS),El Dorado Int'l (BOG / SKBO),05.03.2024,04:13PM,05.03.2024,04:33PM,0 days 00:20:00,1h 18m,20,78,58
AVA9205,A320,El Dorado Int'l (BOG / SKBO),Alfonso Bonilla Aragon Int'l (CLO / SKCL),05.03.2024,04:10PM,05.03.2024,05:00PM,0 days 00:50:00,1h 39m,50,99,49
AVA9547,A320,Rafael Nunez Int'l (CTG / SKCG),El Dorado Int'l (BOG / SKBO),05.03.2024,04:08PM,05.03.2024,04:43PM,0 days 00:35:00,1h 31m,35,91,56
CEB203,A320,Mactan-Cebu Int'l (CEB / RPVM),Laguindingan Intl (CGY / RPMY),06.03.2024,05:10AM,06.03.2024,05:45AM,0 days 00:35:00,0h 35m,35,35,0
CEB551,A320,Manila Int'l (MNL / RPLL),Mactan-Cebu Int'l (CEB / RPVM),06.03.2024,05:11AM,06.03.2024,06:05AM,0 days 00:55:00,1h 04m,55,64,9
DAL1389,A320,Detroit Metro Wayne Co (KDTW),Boston Logan Intl (KBOS),05.03.2024,04:09PM,05.03.2024,05:30PM,0 days 01:21:00,1h 50m,81,110,29
DAL2050,A320,Hartsfield-Jackson Intl (KATL),Buffalo Niagara Intl (KBUF),05.03.2024,04:08PM,05.03.2024,05:36PM,0 days 01:28:00,1h 53m,88,113,25
DAL2260,A320,Austin-Bergstrom Intl (KAUS),Harry Reid Intl (KLAS),05.03.2024,03:12PM,05.03.2024,03:49PM,0 days 02:38:00,3h 01m,158,181,23
EZY2114,A320,Charles de Gaulle/Roissy (CDG / LFPG),Manchester (MAN / EGCC),05.03.2024,10:10PM,05.03.2024,10:00PM,0 days 01:00:00,1h 22m,60,82,22
EZY2168,A320,Amsterdam Schiphol (AMS / EHAM),Manchester (MAN / EGCC),05.03.2024,10:11PM,05.03.2024,10:05PM,0 days 00:57:00,1h 15m,57,75,18
EZY3302,A320,Amsterdam Schiphol (AMS / EHAM),Edinburgh (EDI / EGPH),05.03.2024,10:13PM,05.03.2024,10:16PM,0 days 01:03:00,1h 15m,63,75,12
EZY7652,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),General Humberto Delgado Airport (LIS / LPPT),05.03.2024,10:13PM,05.03.2024,10:12PM,0 days 00:59:00,1h 13m,59,73,14
GAP2203,A320,Manila Int'l (MNL / RPLL),Roxas (RXS / RPVR),06.03.2024,05:09AM,06.03.2024,05:30AM,0 days 00:21:00,1h 34m,21,94,73
GAP2967,A320,Manila Int'l (MNL / RPLL),Bancasi (Butuan) (BXU / RPME),06.03.2024,05:13AM,06.03.2024,06:33AM,0 days 01:20:00,1h 52m,80,112,32
IBS3849,A320,Gran Canaria Int'l (LPA / GCLP),Adolfo Suárez Madrid-Barajas (MAD / LEMD),05.03.2024,09:13PM,06.03.2024,12:22AM,0 days 02:09:00,2h 22m,129,142,13
ITY1603,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Palese Macchie (BRI / LIBD),05.03.2024,10:11PM,05.03.2024,11:04PM,0 days 00:45:00,1h 07m,45,67,22
JBU1130,A320,Fort Lauderdale Intl (KFLL),Charleston Intl/AFB (KCHS),05.03.2024,04:12PM,05.03.2024,05:21PM,0 days 01:05:00,1h 30m,65,90,25
JBU1754,A320,Luis Munoz Marin Intl (SJU / TJSJ),Fort Lauderdale Intl (KFLL),05.03.2024,05:09PM,05.03.2024,06:33PM,0 days 02:43:00,2h 59m,163,179,16
JBU371,A320,LaGuardia (KLGA),Fort Lauderdale Intl (KFLL),05.03.2024,04:10PM,05.03.2024,06:35PM,0 days 02:58:00,3h 06m,178,186,8
JST403,A320,Gold Coast (OOL / YBCG),Sydney (SYD / YSSY),06.03.2024,07:11AM,06.03.2024,09:21AM,0 days 00:50:00,1h 20m,50,80,30
JZR228,A320,King Khalid Int'l (RUH / OERK),Kuwait Int'l (KWI / OKKK),06.03.2024,12:11AM,06.03.2024,01:01AM,0 days 00:50:00,1h 00m,50,60,10
KAC382,A320,Indira Gandhi Int'l (DEL / VIDP),Kuwait Int'l (KWI / OKKK),06.03.2024,02:40AM,06.03.2024,04:55AM,0 days 04:45:00,4h 55m,285,295,10
LPE2330,A320,Jorge Chávez Int'l (LIM / SPJC),Rodriguez Ballon Int'l (AQP / SPQU),05.03.2024,04:09PM,05.03.2024,05:24PM,0 days 01:15:00,1h 39m,75,99,24
PIA258,A320,Sharjah Int'l (SHJ / OMSJ),Peshawar Int'l (PEW / OPPS),06.03.2024,01:10AM,06.03.2024,04:40AM,0 days 02:30:00,2h 40m,150,160,10
SVA1054,A320,King Abdulaziz Int'l (JED / OEJN),King Khalid Int'l (RUH / OERK),06.03.2024,12:10AM,06.03.2024,01:35AM,0 days 01:25:00,1h 35m,85,95,10
TAI316,A320,Tocumen Int'l (PTY / MPTO),El Salvador Int'l (SAL / MSLP),05.03.2024,04:09PM,05.03.2024,04:33PM,0 days 01:24:00,2h 05m,84,125,41
TAM3102,A320,São Paulo-Congonhas (CGH / SBSP),Santa Genoveva (GYN / SBGO),05.03.2024,06:12PM,05.03.2024,07:37PM,0 days 01:25:00,1h 35m,85,95,10
TAM3631,A320,Deputado Luis Eduardo Magalhaes Int'l (Dois de Julho) (SSA / SBSV),São Paulo-Congonhas (CGH / SBSP),05.03.2024,06:12PM,05.03.2024,08:32PM,0 days 02:20:00,2h 30m,140,150,10
TAP1549,A320,General Humberto Delgado Airport (LIS / LPPT),Amilcar Cabral Int'l (SID / GVAC),05.03.2024,09:12PM,06.03.2024,12:02AM,0 days 03:50:00,4h 07m,230,247,17
THA314,A320,Netaji Subhash Chandra Bose Int'l (CCU / VECC),Suvarnabhumi Bangkok Int'l (BKK / VTBS),06.03.2024,02:42AM,06.03.2024,06:17AM,0 days 02:05:00,2h 15m,125,135,9.99999999999999
UAL1243,A320,Lic. Gustavo Diaz Ordaz Int'l (PVR / MMPR),San Francisco Int'l (KSFO),05.03.2024,03:09PM,05.03.2024,05:05PM,0 days 03:57:00,4h 26m,237,266,29
VOI135,A320,Xoxocotlan Int'l (OAX / MMOX),Cancun Int'l (CUN / MMUN),05.03.2024,03:12PM,05.03.2024,05:55PM,0 days 01:43:00,2h 05m,103,125,22
AAL1571,A320,John Glenn Columbus Intl Airport (KCMH),Charlotte/Douglas Intl (KCLT),05.03.2024,04:27PM,05.03.2024,05:23PM,0 days 00:54:00,1h 25m,54,85,31
AAL1742,A320,General Mariano Escobedo Int'l (MTY / MMMY),Dallas-Fort Worth Intl (KDFW),05.03.2024,03:26PM,05.03.2024,04:54PM,0 days 01:23:00,1h 43m,83,103,20
AAL2840,A320,Chicago O'Hare Intl (KORD),Philadelphia Intl (KPHL),05.03.2024,03:25PM,05.03.2024,05:58PM,0 days 01:37:00,1h 49m,97,109,12
ANZ418,A320,Wellington Int'l (WLG / NZWN),Auckland (AKL / NZAA),06.03.2024,10:24AM,06.03.2024,11:08AM,0 days 00:39:00,0h 59m,39,59,20
ARE4005,A320,Jose Maria Cordova Int'l (MDE / SKRG),El Dorado Int'l (BOG / SKBO),05.03.2024,04:29PM,05.03.2024,05:02PM,0 days 00:33:00,0h 37m,33,37,3.99999999999999
ARE4176,A320,El Dorado Int'l (BOG / SKBO),Palonegro (BGA / SKBG),05.03.2024,04:24PM,05.03.2024,04:55PM,0 days 00:13:00,0h 43m,13,43,30
AUA220,A320,Frankfurt Int'l (FRA / EDDF),Vienna Int'l (Schwechat) (VIE / LOWW),05.03.2024,10:26PM,05.03.2024,11:16PM,0 days 00:56:00,1h 00m,56,60,4
AVA9552,A320,El Dorado Int'l (BOG / SKBO),Rafael Nunez Int'l (CTG / SKCG),05.03.2024,04:28PM,05.03.2024,05:43PM,0 days 01:15:00,1h 15m,75,75,0
AVA9776,A320,El Dorado Int'l (BOG / SKBO),Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),05.03.2024,04:29PM,05.03.2024,05:57PM,0 days 01:52:00,1h 54m,112,114,2
AZU2700,A320,Viracopos Int'l (VCP / SBKP),Campo Grande Int'l (CGR / SBCG),05.03.2024,06:25PM,05.03.2024,06:46PM,0 days 01:18:00,1h 40m,78,100,22
AZU4555,A320,Sinop (OPS / SBSI),Viracopos Int'l (VCP / SBKP),05.03.2024,05:24PM,05.03.2024,08:28PM,0 days 01:57:00,2h 20m,117,140,23
CRK764,A320,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Hong Kong Int'l (HKG / VHHH),06.03.2024,04:24AM,06.03.2024,07:31AM,0 days 02:25:00,2h 25m,145,145,0
DAL715,A320,Minneapolis/St Paul Intl (KMSP),Chicago O'Hare Intl (KORD),05.03.2024,03:26PM,05.03.2024,04:21PM,0 days 00:55:00,1h 10m,55,70,15
DLH1682,A320,Munich Int'l (MUC / EDDM),Budapest Ferenc Liszt International Airport (BUD / LHBP),05.03.2024,10:26PM,05.03.2024,11:15PM,0 days 00:55:00,0h 55m,55,55,0
EZY318,A320,London Stansted (STN / EGSS),Edinburgh (EDI / EGPH),05.03.2024,09:25PM,05.03.2024,10:18PM,0 days 00:48:00,1h 15m,48,75,27
EZY340,A320,Birmingham Int'l (BHX / EGBB),Edinburgh (EDI / EGPH),05.03.2024,09:24PM,05.03.2024,10:19PM,0 days 00:39:00,1h 05m,39,65,26
EZY7756,A320,Madeira Int'l (Funchal) (FNC / LPMA),Porto / Oporto (OPO / LPPR),05.03.2024,09:28PM,05.03.2024,10:59PM,0 days 01:31:00,2h 00m,91,120,29
FAD764,A320,Cairo Int'l (CAI / HECA),King Abdulaziz Int'l (JED / OEJN),05.03.2024,11:27PM,06.03.2024,02:05AM,0 days 01:55:00,1h 55m,115,115,0
GXA6135,A320,Boeing Field Intl (KBFI),El Paso Intl (KELP),05.03.2024,01:29PM,05.03.2024,05:15PM,0 days 02:45:00,2h 52m,165,172,7
IBE442,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Bilbao (BIO / LEBB),05.03.2024,10:28PM,05.03.2024,11:13PM,0 days 00:45:00,0h 45m,45,45,0
IGO1027,A320,Rajiv Gandhi Int'l (HYD / VOHS),Singapore Changi (SIN / WSSS),06.03.2024,02:55AM,06.03.2024,09:34AM,0 days 04:30:00,4h 20m,270,260,-10.0000000000001
IYE611,A320,Cairo Int'l (CAI / HECA),Aden Int'l (ADE / OYAA),05.03.2024,11:24PM,06.03.2024,03:34AM,0 days 03:10:00,3h 10m,190,190,0
JST759,A320,Brisbane (BNE / YBBN),Hobart Int'l (HBA / YMHB),06.03.2024,07:25AM,06.03.2024,10:44AM,0 days 02:19:00,2h 20m,139,140,1
JZR735,A320,Kuwait Int'l (KWI / OKKK),Cairo Int'l (CAI / HECA),06.03.2024,12:29AM,06.03.2024,02:14AM,0 days 02:45:00,2h 45m,165,165,0
